# FaceTracer Dataset v1.0 - faceindex.txt - http://www.cs.columbia.edu/CAVE/databases/facetracer/
# Format: face_id	imgurl	pageurl
54	http://desiconnection.com/bollywood/images/males/3aamir.jpg	http://desiconnection.com/bollywood/aamir.htm
55	http://desiconnection.com/bollywood/images/males/thumbnails/3aamir_small.jpg	http://desiconnection.com/bollywood/aamir.htm
56	http://desiconnection.com/bollywood/images/males/4aamir.jpg	http://desiconnection.com/bollywood/aamir.htm
57	http://desiconnection.com/bollywood/images/males/5aamir.jpg	http://desiconnection.com/bollywood/aamir.htm
58	http://desiconnection.com/bollywood/images/males/thumbnails/5aamir_small.jpg	http://desiconnection.com/bollywood/aamir.htm
59	http://desiconnection.com/bollywood/images/males/6aamir.jpg	http://desiconnection.com/bollywood/aamir.htm
60	http://desitunez.com/e107_images/newspost_images/aamir1.jpg	http://desitunez.com/
61	http://entertainment.oneindia.in/movies/bollywood/news/img/aamir-khan-060606.jpg	http://entertainment.oneindia.in/movies/bollywood/news/aamir-khan-060606.html
62	http://gallery.bizhat.com/data/1132/medium/aamir_khan_2.jpg	http://gallery.bizhat.com/showphoto.php/photo/25004
63	http://i.indiafm.com/posters/aamir/aamir11.jpg	http://www.indiafm.com/celebrities/wallpapers/6692/wallpaper11.html
64	http://i.indiafm.com/img/news/06/mar/aamir1.jpg	http://www.indiafm.com/news/2006/03/25/6878
65	http://i.indiafm.com/posters/aamir/aamir22.jpg	http://www.indiafm.com/celebrities/wallpapers/6692/wallpaper22.html
66	http://i.indiafm.com/posters/aamir/aamir30.jpg	http://www.indiafm.com/celebrities/wallpapers/6692/wallpaper30.html
67	http://i.indiafm.com/posters/aamir/aamir36.jpg	http://www.indiafm.com/celebrities/wallpapers/6692/wallpaper36.html
68	http://i.indiafm.com/posters/aamir/aamir37.jpg	http://www.indiafm.com/celebrities/wallpapers/6692/wallpaper37.html
69	http://i.indiafm.com/memories/05/rdblaunch/still5.jpg	http://www.indiafm.com/stills/partiesnevents/Launch_of_Rang_De_Basanti_merchandise_by_Provogue/still11904.html
70	http://i.indiafm.com/memories/05/rdblaunch/still5.jpg	http://www.indiafm.com/stills/partiesnevents/Launch_of_Rang_De_Basanti_merchandise_by_Provogue/still11904.html
71	http://i.indiafm.com/memories/05/rdblaunch/still5.jpg	http://www.indiafm.com/stills/partiesnevents/Launch_of_Rang_De_Basanti_merchandise_by_Provogue/still11904.html
72	http://i102.photobucket.com/albums/m105/Anjalime/aamir1.jpg	http://www.bollywood-forum.de/forum/view/369.html
73	http://im.sify.com/images/mar2007/aamir2_400.jpg	http://sify.com/news/fullstory.php?id=14408617&amp;page=2
74	http://im.sify.com/entertainment/movies/images/aamir.jpg	http://sify.com/movies/bollywood/fullstory.php?id=14215532
75	http://image1.indiaglitz.com/hindi/news/AAMIR260506_1.jpg	http://www.indiaglitz.com/channels/hindi/article/22648.html
76	http://image1.indiaglitz.com/hindi/news/Aamir170606_1.jpg	http://www.indiaglitz.com/channels/hindi/article/23126.html
77	http://image1.indiaglitz.com/hindi/news/Aamir191206_1.jpg	http://www.indiaglitz.com/channels/hindi/article/27842.html
78	http://image1.indiaglitz.com/hindi/news/Aamir250906_1.jpg	http://www.indiaglitz.com/channels/hindi/article/25574.html
79	http://image1.indiaglitz.com/hindi/news/Aamir270609_1.jpg	http://www.indiaglitz.com/channels/hindi/article/25654.html
80	http://image1.indiaglitz.com/hindi/news/Aamir290107_1.jpg	http://www.indiaglitz.com/channels/hindi/article/28795.html
81	http://image1.indiaglitz.com/hindi/news/Aamir290906_1.jpg	http://www.indiaglitz.com/channels/hindi/article/25701.html
82	http://image1.indiaglitz.com/hindi/news/aamir030806_1.jpg	http://www.indiaglitz.com/channels/hindi/article/24229.html
83	http://image1.indiaglitz.com/hindi/news/aamir030806_1.jpg	http://www.indiaglitz.com/channels/hindi/article/24229.html
84	http://image1.indiaglitz.com/hindi/news/aamir131005_1.jpg	http://www.indiaglitz.com/channels/hindi/article/17337.html
85	http://image1.indiaglitz.com/hindi/news/aamir290706_1.jpg	http://www.indiaglitz.com/channels/hindi/article/24100.html
86	http://images.indiaglitz.com/hindi/wallpaper/ACTOR/AamirKhan/amir_6_800.jpg	http://www.bollywood-forum.de/forum/view/369.html
87	http://images.scotsman.com/2007/01/17/2007-01-17T151734Z_01_NOOTR_RTRIDSP_2_OUKEN-UK-INDIA-OSCARS.jpg	http://news.scotsman.com/latest_entertainment.cfm?id=88312007
88	http://imalbum.aufeminin.com/album/D20060426/172984_2DY76DZARQVWAZUWUXG8RM7UJSONRG_aamir4_H154943_L.jpg	http://album.aufeminin.com/album/see_172984/aamir-khan.html
89	http://img.bollywoodsargam.com/albumsbolly/Aamir_Khan/Aamir_Khan_BollywoodSargam_laughing_225985.jpg	http://www.bollywoodsargam.com/bollywood_celebrity_photos.php?poster=67026-694185063-0-latest-Aamir_Khan_desktop_wallpaper_images_pictures.html
90	http://img.indiaglitz.com/hindi/news/Aamir07142004_1.jpg	http://www.indiaglitz.com/channels/hindi/article/9865.html
91	http://img.indiaglitz.com/hindi/gallery/Events/aamir_brandamb190805/AmirKhan2_190805.jpg	http://www.indiaglitz.com/channels/hindi/gallery/m/Events/aamir_brandamb190805/52835.html
92	http://img.indiaglitz.com/hindi/news/aamir031205_1.jpg	http://www.indiaglitz.com/channels/hindi/article/18726.html
93	http://img.indiaglitz.com/hindi/news/aamir230306_1.jpg	http://www.indiaglitz.com/channels/hindi/article/21252.html
94	http://img.indiaglitz.com/hindi/news/aamir280406_1.jpg	http://www.indiaglitz.com/channels/hindi/article/22110.html
95	http://in.rediff.com/movies/apr/04amir3.jpg	http://in.rediff.com/movies/apr/04amir.htm
96	http://in.rediff.com/entertai/2002/feb/09sld10.jpg	http://in.rediff.com/entertai/2002/feb/09sld1.htm
97	http://in.rediff.com/entertai/2002/feb/09sld10.jpg	http://in.rediff.com/entertai/2002/feb/09sld1.htm
98	http://indolink.com/PB/images/pictures/aamir/aamir1.jpg	http://indolink.com/PB/images/pictures/aamir
99	http://indolink.com/PB/images/pictures/aamir/aamir3.jpg	http://indolink.com/PB/images/pictures/aamir
100	http://indolink.com/PB/images/pictures/aamir/aamir6.jpg	http://indolink.com/PB/images/pictures/aamir
101	http://indolink.com/PB/images/pictures/aamir/aamir7.jpg	http://indolink.com/PB/images/pictures/aamir
102	http://indolink.com/PB/images/pictures/aamir/aamir8.jpg	http://indolink.com/PB/images/pictures/aamir
103	http://karnatakanews.com/Library/amir_khan.jpg	http://karnatakanews.com/Library.htm
104	http://living.oneindia.in/insync/img/aamir-coke-b.jpg	http://living.oneindia.in/insync/aamir-coke.html
105	http://living.oneindia.in/insync/img/aamir-khan-170406.jpg	http://living.oneindia.in/insync/aamir-naughty-boy.html
106	http://living.oneindia.in/insync/img/aamir-vishal.jpg	http://living.oneindia.in/insync/aamir-langda-tyagi.html
107	http://movies.123india.com/images/aamir1.jpg	http://movies.123india.com/nikhil/photos/archives/nik_pin_1550.html
108	http://movies.bizhat.com/actors/img/aamir_khan_1.jpg	http://www.hollywoodblvd.com/image/Aamir_Khan%0A.html
109	http://movies.bizhat.com/news/img/aamirkhan.jpg	http://movies.bizhat.com/news/amir_khan_in_parineeta.php
110	http://movies.indiainfo.com/features/images/0611_aamirkhan.jpg	http://movies.indiainfo.com/features/aamir_khan_0611.html
111	http://movies.indiainfo.com/gallery/albums/album06-Aamir-Khan/Aamir_Khan15.thumb.jpg	http://movies.indiainfo.com/gallery/view_album.php?set_albumName=album06-Aamir-Khan
112	http://movies.indiainfo.com/newsbytes/images/aamir-0206.jpg	http://movies.indiainfo.com/newsbytes/aamir-020606.html
113	http://movies.indiainfo.com/masalaplanet/images/aamir-0712-b.jpg	http://movies.indiainfo.com/masalaplanet/aamir-kiran-tie-knot-071205.html
114	http://movies.indiainfo.com/newsbytes/images/aamir-3005.jpg	http://movies.indiainfo.com/newsbytes/aamir-300506.html
115	http://movies.indiainfo.com/masalaplanet/images/aamir-khan-1808-b.jpg	http://movies.indiainfo.com/masalaplanet/aamir-khan-jessica-hines-jaan-son-180805.html
116	http://movies.indiainfo.com/masalaplanet/images/aamir-khan-201205-b.jpg	http://movies.indiainfo.com/masalaplanet/aamir-khan-201205.html
117	http://movies.indiainfo.com/features/images/aamir-khan-pooja-bedi-1208.jpg	http://movies.indiainfo.com/features/aamir-khan-just-pooja-zoom-100805.html
118	http://movies.indiainfo.com/features/images/aamir-khan-pooja-bedi-1208.jpg	http://movies.indiainfo.com/features/aamir-khan-just-pooja-zoom-100805.html
119	http://movies.indiainfo.com/masalaplanet/images/aamir-kiran-rao-291205.jpg	http://movies.indiainfo.com/masalaplanet/aamir-kiran-291205.html
120	http://movies.indiainfo.com/masalaplanet/images/aamir11_b.jpg	http://movies.indiainfo.com/masalaplanet/more148.html
121	http://movies.indiainfo.com/wallpapers/albums/album22/aamir1.thumb.jpg	http://movies.indiainfo.com/wallpapers/view_album.php?set_albumName=album22
122	http://movies.indiainfo.com/wallpapers/albums/album22/aamir3.thumb.jpg	http://movies.indiainfo.com/wallpapers/view_album.php?set_albumName=album22&amp;page=3
123	http://movies.indiainfo.com/star_of_week/img/aamir_dch.jpg	http://movies.indiainfo.com/star_of_week/aamir_khan.html
124	http://movies.indiainfo.com/2007/04/13/images/aamir.jpg	http://movies.indiainfo.com/2007/04/13/aamir.html
125	http://movies.indiainfo.com/features/images/aamir_khan_new.jpg	http://raniundshahrukhforever.foren-city.de/topic,47,-bilder.html
126	http://movies.indiainfo.com/masalaplanet/images/aamirkhan.jpg	http://movies.indiainfo.com/masalaplanet/more262.html
127	http://movies.indiainfo.com/features/images/ak.jpg	http://movies.indiainfo.com/features/aamir-pooja_1126.html
128	http://movies.indiainfo.com/features/images/shaadis-261205-3.jpg	http://movies.indiainfo.com/features/shaadis-261205.html
129	http://movies.indiainfo.com/masalaplanet/images/sohaali-s.jpg	http://movies.indiainfo.com/masalaplanet/aamir-soha-180106.html
130	http://movies.indiainfo.com/masalaplanet/images/therising.jpg	http://movies.indiainfo.com/masalaplanet/more478.html
131	http://nowrunning.com/cgi-bin/uploadedImagesNR/122006115514PM.jpg	http://www.nowrunning.com/news/news.asp?id=5386
132	http://nowrunning.com/cgi-bin/uploadedImagesNR/122006115514PM.jpg	http://www.nowrunning.com/news/news.asp?id=5386
133	http://nowrunning.com/photofeature/n_aamir/Aamir%20Khan%20Sumer%20Verma%2030.jpg	http://nowrunning.com/news/slideshow.asp?newsID=7730&amp;it=13&amp;t=1
134	http://nowrunning.com/hotimages/aamir-kiran.jpg	http://www.nowrunning.com/news/news.asp?id=5348
135	http://program.indosiar.com/images/Bollywood/AamirKhan2_200_210307.jpg	http://program.indosiar.com/prog_read.htm?id=59890
136	http://pschuler.club.fr/Cinema/Acteurs/Aamir-Khan/aamir3.jpg	http://raniundshahrukhforever.foren-city.de/topic,47,-bilder.html
137	http://pschuler.club.fr/Cinema/Acteurs/Aamir-Khan/aamir7g.jpg	http://p069.ezboard.com/fhungamafrm1.showMessage?topicID=1055.topic
138	http://standagainstpoverty.org/files/images/AamirStandUp.jpg	http://standagainstpoverty.org/blog?page=9
139	http://startouffodrome.blogs.allocine.fr/blogsdatas/mdata/3/2/1/Z20041207222824320473123/img/aamir.jpg	http://startouffodrome.blogs.allocine.fr/startouffodrome-23314-bollywood__fraicheur_de_vivre.htm
140	http://static.expressindia.com/expressindia/grfx/pic/aamir.jpg	http://cricket.expressindia.com/fulleistory.php?content_id=87717
141	http://static.ibnlive.com/pix/sitepix/aamir.jpg	http://www.ibnlive.com/news/aamir-khan-summoned-in-chinkara-case/25013-3.html
142	http://static.ibnlive.com/pix/sitepix/05_2007/catchstar_aamir.jpg	http://www.ibnlive.com/news/to-catch-a-star-aamir-khan/40941-8.html?xml
143	http://static.ibnlive.com/pix/sitepix/diya_mirza.jpg	http://www.ibnlive.com/news/now-diya-mirza-in-a-political-soup/8704-8.html
144	http://thebollywoodzone.com/blog/images/2007/07/aamir-khan.jpg	http://thebollywoodzone.com/category/aamir-khan
145	http://thebollywoodzone.com/blog/images/06-06/amir-khan-2.jpg	http://thebollywoodzone.com/category/aamir-khan
146	http://voyagesdel-imaginaire.m6blog.fr/images/medium_aamir6g.jpg	http://voyagesdel-imaginaire.m6blog.fr/
147	http://voyagesdel-imaginaire.m6blog.fr/images/medium_mangal_pandey_the_rising_movie_rani_mukherjee_aamir_khan_stills_010215_05_00.jpg	http://voyagesdel-imaginaire.m6blog.fr/
148	http://wapy.us/ContentDelivery/GPRS/Wallpapers/Bollywood_BL/BL_aamir_khan5.jpg	http://wapy.us/ContentDelivery/GPRS/Wallpapers/Bollywood_BL?M=A
149	http://wapy.us/ContentDelivery/GPRS/Wallpapers/Bollywood_BL/BL_aamir_khan6.jpg	http://wapy.us/ContentDelivery/GPRS/Wallpapers/Bollywood_BL?M=A
150	http://www.10ka20.com/img/aamir-khan-1.jpg	http://www.10ka20.com/indian-actors/aamir-khan-profile.html
151	http://www.4to40.com/images/fastforward/mar2006/aamir_khan.jpg	http://www.4to40.com/fastforward/index.asp?id=535
152	http://www.allindiansite.com/home/interview/img/aamir2.jpg	http://www.allindiansite.com/home/interview/aamir.html
153	http://www.ameinfo.com/images/news/0/8350-khan.jpg	http://www.ameinfo.com/44862.html
154	http://www.apniphotos.com/photos/data/660/2aamir_khan_4.jpg	http://www.bollywood.mu/showthread.php?p=123811
155	http://www.arabbankers.org/download/123321_U127360__43692/Aamir+Khan002.JPG	http://www.arabbankers.org/shared/layouts/shoppingmall.jsp?_event=view&amp;_id=120130_U127360__177114
156	http://www.articles-hub.com/photogallery/albums/Aamir%20Khan/mangal_aamir_big.jpg	http://www.articles-hub.com/photogallery/displayimage-400-169.html
157	http://www.asiasource.org/graphics/aamir1.jpg	http://www.asiasource.org/arts/aamir.cfm
158	http://www.b4uphotos.com/albums/21jan2006/aameer%20khan/normal_aamir29.jpg	http://www.b4uphotos.com/displayimage.php?pos=-2731
159	http://www.b4utv.com/showtime/newsbreak/images/aamir.jpg	http://www.hollywoodblvd.com/image/Aamir_Khan%0A.html
160	http://www.beena.com/images/photos/aamir-18-b.jpg	http://www.beena.com/cgi-bin/jsindex.pl?news20030807=8
161	http://www.beena.com/images/photos/aamir-33-b.jpg	http://www.beena.com/cgi-bin/db/galE.pl?galId=1&amp;sbGalId=1&amp;nameId=4&amp;cPg=4&amp;cT=latestPics%CE%B1=&amp;byName=&amp;tsk=latestPics&amp;picPage=8
162	http://www.beena.com/images/photos/aamir-38-b.jpg	http://www.beena.com/cgi-bin/db/galE.pl?galId=1&amp;sbGalId=1&amp;nameId=4&amp;cPg=4&amp;cT=latestPics%CE%B1=&amp;byName=&amp;tsk=latestPics&amp;picPage=8
163	http://www.beena.com/images/photos/aamir-40-b.jpg	http://www.beena.com/cgi-bin/db/galE.pl?galId=1&amp;sbGalId=1&amp;nameId=4&amp;cPg=4&amp;cT=latestPics%CE%B1=&amp;byName=&amp;tsk=latestPics&amp;picPage=8
164	http://www.beena.com/images/photos/aamir-42-b.jpg	http://www.beena.com/cgi-bin/jsindex.pl?news20050903=9
165	http://www.beena.com/images/photos/aamir-49-b.jpg	http://www.beena.com/cgi-bin/jsindex.pl?news20060325=7
166	http://www.bhopal.net/march/archives/00510020_small.JPG	http://www.bhopal.net/march/archives/2006/04/_aamir_khan_lis.html
167	http://www.bhopal.net/bhopalinthenews/archives/amir-khan-1.jpg	http://www.bhopal.net/bhopalinthenews/archives/2006/04/_narmada_bhopal.html
168	http://www.bolly-wood.de/images/Aamir_Khan1.jpg	http://www.bolly-wood.de/s_aamirkhan.htm
169	http://www.bolly-wood.de/images/Aamir_Khan4.jpg	http://www.bolly-wood.de/s_aamirkhan.htm
170	http://www.bolly-wood.de/images/Farah_Khan4.jpg	http://www.bolly-wood.de/musik.htm
171	http://www.bolly-wood.de/images/Farah_Khan4.jpg	http://www.bolly-wood.de/musik.htm
172	http://www.bolly-wood.de/images/wallpaper/aamirkhan2.jpg	http://www.bolly-wood.de/wallpaper.htm
173	http://www.bollyvista.com/data/image/picture1218_1.jpg	http://www.bollyvista.com/article/a/32/1218
174	http://www.bollyvista.com/data/image/picture231_1.jpg	http://www.bollyvista.com/article/a/36/231
175	http://www.bollyvista.com/data/image/picture4554_1.jpg	http://www.bollyvista.com/article/a/32/4554
176	http://www.bollywhat.com/actorimages/amirkhan.jpg	http://www.bollywhat.com/Biographies/aamir_bio.html
177	http://www.bollywood.com/images/aamir3.jpg	http://www.bollywood.com/archives/2005/02/aamir_khans_new_1.html
178	http://www.bollywood.nl/nieuws/images/toyota.jpg	http://www.bollywood.nl/2005/08/19/bollywood-ster-aamir-khan-promoot-toyota
179	http://www.bollywood2000.com/wallpapers/actors/aamirkhan/images/big/aamir11.jpg	http://www.bollywood2000.com/wallpapers/actors/aamirkhan/aamir.htm
180	http://www.bollywood2000.com/wallpapers/actors/aamirkhan/images/big/aamir12.jpg	http://www.bollywood2000.com/wallpapers/actors/aamirkhan/aamir.htm
181	http://www.bollywood2000.com/wallpapers/actors/aamirkhan/images/big/aamir16.jpg	http://www.bollywood2000.com/news/news139.htm
182	http://www.bollywood4u.com/thumbs/aamir18.jpg	http://www.bollywood4u.com/wallpapers/aamir03.htm
183	http://www.bollywood4u.com/thumbs/aamir_khan_009.jpg	http://www.bollywood4u.com/wallpapers/aamir_khan_02.htm
184	http://www.bollywood4u.com/thumbs/aamir_khan_019.jpg	http://www.bollywood4u.com/wallpapers/aamir_khan_04.htm
185	http://www.bollywoodassorti.com/data/thumbnails/230/HyderAliKhan.jpg	http://www.bollywoodgate.com/indian-actors/hyder-ali-khan.html
186	http://www.bollywoodbabes.co.in/images/aamir.jpg	http://www.bollywoodbabes.co.in/Article701.html
187	http://www.bollywoodcity.com/profiles/aamirkhan.jpg	http://www.bollywood-forum.de/forum/view/369.html
188	http://www.bollywoodimages.com/jpg/aamir_khan_012_dxtm.jpg	http://www.bollywoodimages.com/pictures/aamir_khan_012.htm
189	http://www.bollywoodmantra.com/modules/coppermine/albums/userpics/10002/Aamir9.jpg	http://www.bollywoodmantra.com/pic-5017-aamir-khan.html
190	http://www.bollywoodmantra.com/modules/coppermine/albums/userpics/10002/Aamir_coke.jpg	http://www.bollywoodmantra.com/pic-5447-aamir-khan-coke-commercial.html
191	http://www.bollywoodmantra.com/modules/coppermine/albums/userpics/10002/Aamir_coke.jpg	http://www.bollywoodmantra.com/pic-5447-aamir-khan-coke-commercial.html
192	http://www.bollywoodmantra.com/modules/coppermine/albums/userpics/10002/Aamir~12.jpg	http://www.bollywoodmantra.com/pic-5446-aamir-khan.html
193	http://www.bollywoodmantra.com/modules/coppermine/albums/userpics/10002/aamir1~1.jpg	http://www.bollywoodmantra.com/pic-7493-aamir-khan.html
194	http://www.bollywoodmantra.com/modules/coppermine/albums/userpics/10002/Aamir.jpg	http://www.bollywoodmantra.com/pic-1092-aamir-khan.html
195	http://www.bollywoodmantra.com/modules/coppermine/albums/userpics/10002/aamir~2.jpg	http://www.bollywoodmantra.com/pic-7511-aamir-khan.html
196	http://www.bollywoodpicturesgallery.com/aamir/aamir01t.jpg	http://www.bollywoodpicturesgallery.com/aamir.htm
197	http://www.bollywoodpicturesgallery.com/aamir/aamir02.jpg	http://www.bollywoodpicturesgallery.com/pictures/aamir02.htm
198	http://www.bollywoodpicturesgallery.com/aamir/aamir02t.jpg	http://www.bollywoodpicturesgallery.com/aamir.htm
199	http://www.bollywoodpicturesgallery.com/aamir/aamir03.jpg	http://www.bollywoodpicturesgallery.com/pictures/aamir03.htm
